"job_id","job_title","company_name","location","experience_required_years","skills","salary_min_inr","salary_max_inr","employment_type","remote_option"
463,"ML Engineer","Cognizant","Noida",6,"Node.js, Kubernetes, Tableau","2287384.00","2469461.00","Contract","Hybrid"
464,"Business Analyst","Infosys","Hyderabad",14,"Java, AWS, Machine Learning","1023950.00","1249684.00","Full-time","Onsite"
465,"Cybersecurity Analyst","Accenture","Chennai",11,"React, Kubernetes, Azure","680875.00","1009658.00","Internship","Onsite"
466,"Frontend Developer","Infosys","Delhi NCR",12,"Docker, Kubernetes, AWS","1123499.00","1491003.00","Contract","Hybrid"
467,"DevOps Engineer","Accenture","Kolkata",5,"Azure, Python, Tableau","1651291.00","2038199.00","Full-time","Remote"
468,"Data Scientist","Zoho","Pune",5,"SQL, Node.js, Azure","984521.00","1144436.00","Internship","Remote"
469,"Data Scientist","Cognizant","Hyderabad",7,"React, Power BI, Azure","1442508.00","1612906.00","Contract","Hybrid"
470,"Data Analyst","Wipro","Kolkata",5,"Kubernetes, Azure, Tableau","758848.00","967049.00","Contract","Hybrid"
471,"Frontend Developer","TCS","Chennai",13,"Power BI, Java, Kubernetes","962998.00","1326331.00","Internship","Hybrid"
472,"Software Engineer","Zoho","Noida",9,"SQL, Machine Learning, Python","698270.00","1069828.00","Internship","Hybrid"
473,"Data Analyst","Flipkart","Noida",3,"Node.js, Machine Learning, Azure","863106.00","1034368.00","Full-time","Hybrid"
474,"Business Analyst","Tech Mahindra","Hyderabad",3,"React, AWS, Docker","695884.00","848776.00","Internship","Onsite"
475,"Data Scientist","HCLTech","Chennai",10,"Docker, Node.js, Machine Learning","985149.00","1168204.00","Full-time","Remote"
476,"Data Scientist","Flipkart","Delhi NCR",12,"React, Tableau, Python","1868135.00","2145928.00","Internship","Onsite"
477,"Data Analyst","Cognizant","Pune",8,"Node.js, Machine Learning, React","470391.00","830873.00","Contract","Hybrid"
478,"Frontend Developer","TCS","Mumbai",12,"Machine Learning, Node.js, Azure","1036902.00","1287324.00","Internship","Hybrid"
479,"Business Analyst","Tech Mahindra","Kolkata",4,"AWS, Java, SQL","638019.00","930236.00","Contract","Hybrid"
480,"Frontend Developer","HCLTech","Bangalore",7,"Docker, Kubernetes, React","1216039.00","1496933.00","Internship","Remote"
481,"DevOps Engineer","HCLTech","Hyderabad",2,"Power BI, SQL, Machine Learning","865321.00","1046550.00","Internship","Hybrid"
482,"Business Analyst","Zoho","Noida",3,"Kubernetes, React, Azure","1094858.00","1469852.00","Full-time","Onsite"
483,"Backend Developer","Accenture","Bangalore",13,"Machine Learning, Python, SQL","540346.00","688914.00","Full-time","Hybrid"
484,"Frontend Developer","Accenture","Bangalore",7,"Kubernetes, Machine Learning, Python","1045059.00","1432410.00","Full-time","Hybrid"
485,"Business Analyst","Tech Mahindra","Chennai",12,"Python, React, Machine Learning","639244.00","906138.00","Contract","Hybrid"
486,"Cybersecurity Analyst","Tech Mahindra","Pune",7,"Machine Learning, SQL, Python","1483119.00","1696411.00","Contract","Hybrid"
487,"Frontend Developer","HCLTech","Mumbai",5,"Machine Learning, Power BI, Tableau","944321.00","1178844.00","Full-time","Onsite"
488,"Backend Developer","TCS","Delhi NCR",2,"Java, Tableau, SQL","1216985.00","1395715.00","Contract","Remote"
489,"Backend Developer","Capgemini","Hyderabad",8,"Node.js, React, Azure","1486177.00","1694245.00","Contract","Hybrid"
490,"Cybersecurity Analyst","TCS","Mumbai",15,"Node.js, React, SQL","1388259.00","1509196.00","Contract","Hybrid"
491,"Software Engineer","Tech Mahindra","Mumbai",12,"Docker, Python, React","1376638.00","1749598.00","Full-time","Hybrid"
492,"ML Engineer","Accenture","Hyderabad",9,"React, AWS, Azure","1904560.00","2068328.00","Internship","Hybrid"
493,"Backend Developer","Wipro","Pune",8,"Azure, Docker, Kubernetes","538411.00","884075.00","Internship","Remote"
494,"Software Engineer","Wipro","Mumbai",10,"Java, React, SQL","1537993.00","1924460.00","Full-time","Hybrid"
495,"Business Analyst","Capgemini","Pune",0,"Power BI, Machine Learning, Tableau","973336.00","1349172.00","Full-time","Onsite"
496,"ML Engineer","TCS","Kolkata",3,"Java, Machine Learning, Python","1460451.00","1813123.00","Full-time","Remote"
497,"Data Analyst","Infosys","Kolkata",13,"AWS, Java, SQL","481699.00","591747.00","Full-time","Remote"
498,"Backend Developer","Tech Mahindra","Chennai",7,"Python, Power BI, SQL","778309.00","966154.00","Contract","Onsite"
499,"Cloud Engineer","TCS","Chennai",14,"Kubernetes, React, Tableau","1695679.00","1846258.00","Contract","Hybrid"
500,"Business Analyst","TCS","Hyderabad",12,"Docker, SQL, Node.js","834977.00","963432.00","Internship","Hybrid"
501,"Software Engineer","Accenture","Pune",12,"React, Azure, SQL","795421.00","970671.00","Internship","Onsite"
502,"Business Analyst","Tech Mahindra","Noida",13,"Kubernetes, Azure, AWS","1194031.00","1405767.00","Contract","Hybrid"
503,"Cloud Engineer","Cognizant","Hyderabad",7,"React, AWS, Python","1059733.00","1295292.00","Internship","Hybrid"
504,"ML Engineer","Capgemini","Bangalore",15,"Python, Kubernetes, SQL","1754142.00","1936400.00","Contract","Onsite"
505,"Business Analyst","Infosys","Kolkata",15,"Machine Learning, Kubernetes, Node.js","912587.00","1060599.00","Internship","Remote"
506,"Cloud Engineer","Accenture","Chennai",14,"Docker, SQL, Azure","1673799.00","1801859.00","Internship","Remote"
507,"Business Analyst","Wipro","Mumbai",7,"Machine Learning, Java, Power BI","1064483.00","1172005.00","Contract","Onsite"
508,"DevOps Engineer","Capgemini","Hyderabad",1,"Python, Kubernetes, Machine Learning","1435558.00","1667059.00","Internship","Onsite"
509,"Business Analyst","Wipro","Delhi NCR",8,"SQL, React, Python","841087.00","1000074.00","Contract","Remote"
510,"Cybersecurity Analyst","Flipkart","Kolkata",6,"Tableau, Azure, AWS","729088.00","970886.00","Full-time","Remote"
511,"Cloud Engineer","Wipro","Mumbai",9,"Python, React, AWS","1929688.00","2154066.00","Contract","Onsite"
512,"Cybersecurity Analyst","Zoho","Noida",14,"React, Power BI, AWS","1157428.00","1283522.00","Contract","Remote"
513,"DevOps Engineer","Zoho","Noida",0,"Tableau, SQL, Kubernetes","1056985.00","1309567.00","Full-time","Onsite"
514,"Data Analyst","Zoho","Delhi NCR",4,"Java, Node.js, SQL","829642.00","1168275.00","Full-time","Hybrid"
515,"Cybersecurity Analyst","Zoho","Delhi NCR",3,"Docker, Python, Node.js","1470481.00","1759944.00","Contract","Hybrid"
516,"Data Scientist","Flipkart","Hyderabad",11,"Azure, Node.js, React","1338813.00","1724741.00","Internship","Remote"
517,"Backend Developer","TCS","Noida",5,"Java, Python, Node.js","1088529.00","1199069.00","Full-time","Hybrid"
518,"Software Engineer","HCLTech","Bangalore",13,"Node.js, SQL, Python","1057326.00","1234212.00","Full-time","Hybrid"
519,"Cybersecurity Analyst","Zoho","Kolkata",10,"Tableau, SQL, Node.js","1315207.00","1703299.00","Contract","Onsite"
520,"Data Analyst","Flipkart","Bangalore",11,"Kubernetes, AWS, Python","466469.00","568566.00","Full-time","Remote"
521,"ML Engineer","HCLTech","Pune",0,"Power BI, Python, SQL","987735.00","1247566.00","Internship","Onsite"
522,"Business Analyst","Flipkart","Delhi NCR",7,"Kubernetes, Tableau, React","641734.00","937471.00","Full-time","Onsite"
523,"Cloud Engineer","Zoho","Kolkata",3,"Power BI, Tableau, Machine Learning","1610697.00","1909899.00","Internship","Onsite"
524,"Backend Developer","Infosys","Mumbai",10,"Power BI, Machine Learning, Python","1073003.00","1374953.00","Internship","Onsite"
525,"DevOps Engineer","HCLTech","Kolkata",10,"Machine Learning, SQL, Azure","969003.00","1341837.00","Internship","Hybrid"
526,"Cloud Engineer","Cognizant","Mumbai",5,"Docker, Power BI, AWS","1092000.00","1256689.00","Contract","Onsite"
527,"Cloud Engineer","Flipkart","Pune",4,"AWS, Java, React","1632576.00","1742581.00","Contract","Onsite"
528,"ML Engineer","Capgemini","Pune",1,"Power BI, SQL, AWS","1185769.00","1546651.00","Contract","Remote"
529,"Software Engineer","Accenture","Noida",14,"Java, Machine Learning, Node.js","1576850.00","1730446.00","Full-time","Remote"
530,"Data Scientist","Infosys","Chennai",15,"Kubernetes, Python, AWS","2215242.00","2424538.00","Internship","Onsite"
531,"Data Scientist","Flipkart","Delhi NCR",4,"Tableau, Machine Learning, React","1911658.00","2131978.00","Contract","Hybrid"
532,"Frontend Developer","TCS","Kolkata",14,"Power BI, Python, Azure","1102404.00","1471535.00","Full-time","Onsite"
533,"Cloud Engineer","Capgemini","Pune",7,"SQL, Python, Power BI","1786571.00","2006114.00","Contract","Remote"
534,"Cybersecurity Analyst","Zoho","Chennai",5,"AWS, Docker, Machine Learning","1130965.00","1260065.00","Full-time","Onsite"
535,"Frontend Developer","Infosys","Bangalore",4,"AWS, Azure, Tableau","561129.00","766370.00","Full-time","Onsite"
536,"Software Engineer","Accenture","Noida",0,"Node.js, Java, Python","555478.00","897788.00","Internship","Hybrid"
537,"Cloud Engineer","TCS","Chennai",13,"Power BI, AWS, Machine Learning","1275411.00","1661314.00","Internship","Onsite"
538,"DevOps Engineer","Capgemini","Pune",3,"Python, Kubernetes, Azure","730691.00","897268.00","Internship","Remote"
539,"Frontend Developer","Flipkart","Bangalore",14,"Power BI, Docker, SQL","952603.00","1236832.00","Contract","Remote"
540,"Frontend Developer","Tech Mahindra","Pune",5,"Kubernetes, SQL, React","799100.00","1028420.00","Full-time","Hybrid"
541,"Frontend Developer","TCS","Kolkata",11,"Kubernetes, Machine Learning, Azure","920114.00","1185688.00","Full-time","Remote"
542,"Software Engineer","Accenture","Pune",4,"Machine Learning, Azure, React","602235.00","738345.00","Full-time","Hybrid"
543,"DevOps Engineer","Flipkart","Hyderabad",0,"Java, Machine Learning, SQL","1212466.00","1575554.00","Full-time","Hybrid"
544,"Software Engineer","Capgemini","Kolkata",2,"Kubernetes, Node.js, Power BI","1017464.00","1311455.00","Internship","Remote"
545,"ML Engineer","Cognizant","Hyderabad",10,"AWS, Java, Python","1309149.00","1637855.00","Contract","Hybrid"
546,"Backend Developer","Zoho","Pune",6,"SQL, Machine Learning, Azure","609879.00","945055.00","Contract","Onsite"
547,"ML Engineer","Cognizant","Delhi NCR",12,"SQL, React, Kubernetes","1864924.00","2119556.00","Contract","Onsite"
548,"ML Engineer","Zoho","Mumbai",1,"Kubernetes, Power BI, Node.js","1910658.00","2112265.00","Contract","Hybrid"
549,"DevOps Engineer","Flipkart","Bangalore",8,"Tableau, Python, Azure","1175886.00","1501271.00","Internship","Hybrid"
550,"Backend Developer","TCS","Hyderabad",7,"React, Kubernetes, Tableau","1448863.00","1610044.00","Internship","Remote"
551,"Data Scientist","Capgemini","Mumbai",4,"Tableau, Azure, Machine Learning","1086682.00","1403881.00","Full-time","Hybrid"
552,"Cloud Engineer","Flipkart","Noida",11,"Azure, Machine Learning, Kubernetes","1522964.00","1810089.00","Internship","Onsite"
553,"ML Engineer","Zoho","Chennai",4,"Kubernetes, Machine Learning, Azure","2005594.00","2287102.00","Full-time","Onsite"
554,"Data Analyst","Zoho","Pune",5,"React, Java, Python","744756.00","922758.00","Contract","Remote"
555,"Data Analyst","Wipro","Mumbai",11,"Python, Azure, Machine Learning","883676.00","1172159.00","Full-time","Remote"
556,"DevOps Engineer","Accenture","Hyderabad",6,"Java, Tableau, React","980492.00","1086057.00","Full-time","Onsite"
557,"Cybersecurity Analyst","Infosys","Delhi NCR",14,"Power BI, Node.js, Java","999138.00","1271158.00","Contract","Remote"
558,"Cloud Engineer","TCS","Mumbai",7,"Java, Python, Docker","1590563.00","1804033.00","Contract","Remote"
559,"Backend Developer","Flipkart","Kolkata",1,"Kubernetes, AWS, SQL","1403712.00","1742195.00","Internship","Remote"
560,"DevOps Engineer","Capgemini","Delhi NCR",8,"Power BI, Java, Machine Learning","764093.00","1121846.00","Full-time","Hybrid"
561,"Frontend Developer","Wipro","Mumbai",6,"Power BI, SQL, Docker","524254.00","680458.00","Internship","Onsite"
562,"DevOps Engineer","Tech Mahindra","Noida",15,"React, Java, Docker","1259424.00","1461994.00","Full-time","Hybrid"
563,"ML Engineer","Capgemini","Noida",1,"Node.js, Machine Learning, Tableau","1224168.00","1518426.00","Full-time","Remote"
564,"ML Engineer","Tech Mahindra","Delhi NCR",14,"Java, Azure, SQL","1135646.00","1424920.00","Internship","Remote"
565,"Business Analyst","Capgemini","Chennai",10,"Kubernetes, Java, AWS","869721.00","1149152.00","Internship","Onsite"
566,"Data Analyst","Wipro","Delhi NCR",5,"Machine Learning, Docker, Node.js","861200.00","1101432.00","Full-time","Remote"
567,"Cybersecurity Analyst","Zoho","Bangalore",14,"React, Python, Power BI","1245011.00","1363573.00","Full-time","Onsite"
568,"Frontend Developer","Tech Mahindra","Pune",8,"Docker, React, Azure","787949.00","1017374.00","Internship","Hybrid"
569,"ML Engineer","Cognizant","Delhi NCR",14,"Python, React, AWS","1540895.00","1762921.00","Contract","Remote"
570,"Data Analyst","Accenture","Delhi NCR",12,"Power BI, AWS, React","457357.00","841582.00","Internship","Hybrid"
571,"Backend Developer","Cognizant","Pune",1,"Kubernetes, SQL, Machine Learning","1372875.00","1473320.00","Contract","Onsite"
572,"Data Scientist","Flipkart","Mumbai",15,"Kubernetes, Tableau, Python","1844372.00","2107145.00","Contract","Hybrid"
573,"Frontend Developer","Cognizant","Bangalore",13,"Node.js, Machine Learning, AWS","1216552.00","1506530.00","Full-time","Remote"
574,"Data Analyst","Zoho","Hyderabad",2,"Node.js, SQL, AWS","872950.00","1113364.00","Full-time","Hybrid"
575,"Software Engineer","Flipkart","Pune",9,"Docker, SQL, Tableau","1565195.00","1960908.00","Internship","Onsite"
576,"Data Analyst","Accenture","Mumbai",3,"Tableau, Docker, Power BI","927095.00","1267752.00","Contract","Onsite"
577,"Cloud Engineer","Tech Mahindra","Delhi NCR",6,"AWS, Tableau, Power BI","1469926.00","1622942.00","Contract","Remote"
578,"Backend Developer","Wipro","Hyderabad",5,"Node.js, AWS, Kubernetes","522168.00","870221.00","Full-time","Onsite"
579,"Business Analyst","TCS","Mumbai",5,"Docker, Python, Power BI","665777.00","855041.00","Full-time","Hybrid"
580,"ML Engineer","Cognizant","Pune",4,"Docker, Tableau, Kubernetes","2244122.00","2642635.00","Contract","Onsite"
581,"Software Engineer","Wipro","Mumbai",6,"Azure, AWS, Docker","1210474.00","1357515.00","Full-time","Onsite"
582,"Data Analyst","Accenture","Bangalore",15,"Node.js, Azure, Kubernetes","776320.00","920811.00","Full-time","Onsite"
583,"ML Engineer","Cognizant","Bangalore",13,"Azure, Python, Machine Learning","1855912.00","1969660.00","Contract","Remote"
584,"DevOps Engineer","TCS","Noida",9,"Java, Docker, SQL","1735825.00","2106927.00","Internship","Remote"
585,"Data Analyst","Infosys","Bangalore",2,"Kubernetes, Node.js, Docker","936402.00","1290845.00","Contract","Hybrid"
586,"Cybersecurity Analyst","Zoho","Chennai",1,"Python, Tableau, AWS","1697387.00","1946876.00","Contract","Onsite"
587,"Cybersecurity Analyst","Infosys","Bangalore",1,"Azure, Docker, Machine Learning","1315822.00","1580871.00","Full-time","Hybrid"
588,"Backend Developer","Zoho","Delhi NCR",13,"Machine Learning, Docker, React","713614.00","904494.00","Internship","Remote"
589,"Backend Developer","Wipro","Kolkata",10,"Node.js, AWS, Machine Learning","866168.00","1124146.00","Internship","Remote"
590,"Cybersecurity Analyst","Accenture","Delhi NCR",4,"SQL, React, Node.js","1038913.00","1297519.00","Internship","Hybrid"
591,"Business Analyst","TCS","Chennai",9,"Power BI, Java, Tableau","903397.00","1049287.00","Full-time","Remote"
592,"Software Engineer","Tech Mahindra","Mumbai",7,"SQL, Java, Tableau","1056504.00","1306583.00","Internship","Hybrid"
593,"Data Analyst","TCS","Mumbai",11,"Power BI, React, Azure","606993.00","916929.00","Internship","Onsite"
594,"Frontend Developer","Cognizant","Kolkata",10,"Tableau, Power BI, Docker","608561.00","714962.00","Contract","Onsite"
595,"ML Engineer","Accenture","Hyderabad",1,"React, SQL, AWS","2058834.00","2440419.00","Full-time","Hybrid"
596,"DevOps Engineer","Capgemini","Kolkata",5,"Power BI, AWS, SQL","1245150.00","1468639.00","Internship","Remote"
597,"Software Engineer","Flipkart","Mumbai",3,"Kubernetes, Python, Power BI","637967.00","800384.00","Full-time","Hybrid"
598,"Business Analyst","Accenture","Noida",7,"Docker, Node.js, Python","572548.00","721668.00","Full-time","Hybrid"
599,"ML Engineer","Zoho","Chennai",14,"Docker, Java, Kubernetes","1758432.00","1973002.00","Internship","Onsite"
600,"Backend Developer","Wipro","Hyderabad",14,"Azure, Tableau, Java","1093782.00","1439812.00","Full-time","Onsite"
601,"Data Analyst","Accenture","Noida",5,"Java, Node.js, Machine Learning","704081.00","904463.00","Full-time","Hybrid"
602,"DevOps Engineer","Cognizant","Kolkata",10,"SQL, Tableau, AWS","1030867.00","1406599.00","Contract","Hybrid"
603,"ML Engineer","Infosys","Chennai",13,"Tableau, SQL, React","1601036.00","1834799.00","Full-time","Hybrid"
604,"Cloud Engineer","Wipro","Kolkata",5,"Node.js, SQL, Azure","1240866.00","1386295.00","Internship","Onsite"
605,"Frontend Developer","Accenture","Noida",3,"Java, AWS, Machine Learning","1002291.00","1157363.00","Internship","Remote"
606,"DevOps Engineer","Wipro","Hyderabad",11,"Node.js, Kubernetes, Java","830765.00","1107706.00","Contract","Remote"
607,"ML Engineer","Infosys","Bangalore",15,"SQL, Java, Kubernetes","1803896.00","1956953.00","Internship","Hybrid"
608,"Cloud Engineer","Accenture","Delhi NCR",7,"React, SQL, AWS","1488944.00","1605294.00","Internship","Remote"
609,"Backend Developer","Cognizant","Noida",7,"Docker, AWS, SQL","1023519.00","1349309.00","Full-time","Onsite"
610,"ML Engineer","Accenture","Hyderabad",8,"SQL, Python, Azure","1057188.00","1295714.00","Contract","Onsite"
611,"Data Analyst","Capgemini","Noida",14,"Docker, Node.js, SQL","533483.00","824040.00","Full-time","Onsite"
612,"DevOps Engineer","Zoho","Bangalore",3,"Power BI, React, SQL","1501499.00","1601643.00","Full-time","Remote"
613,"Cloud Engineer","Cognizant","Noida",11,"Python, Power BI, Node.js","1178748.00","1484250.00","Contract","Onsite"
614,"Data Analyst","Flipkart","Pune",9,"Python, React, Power BI","622921.00","820991.00","Contract","Hybrid"
615,"Cybersecurity Analyst","Tech Mahindra","Kolkata",2,"Docker, Kubernetes, Power BI","741433.00","906316.00","Full-time","Hybrid"
616,"ML Engineer","Wipro","Delhi NCR",9,"Python, Power BI, AWS","1231842.00","1391473.00","Internship","Remote"
617,"Cybersecurity Analyst","Infosys","Chennai",14,"Python, AWS, Kubernetes","1111990.00","1285503.00","Contract","Onsite"
618,"Software Engineer","HCLTech","Pune",13,"Kubernetes, Docker, Azure","958868.00","1126044.00","Contract","Remote"
619,"Frontend Developer","Flipkart","Delhi NCR",11,"Tableau, React, Java","647083.00","747488.00","Internship","Onsite"
620,"DevOps Engineer","Wipro","Noida",7,"Docker, SQL, Machine Learning","973123.00","1082965.00","Full-time","Onsite"
621,"Frontend Developer","Tech Mahindra","Delhi NCR",5,"SQL, Tableau, Azure","499314.00","892859.00","Contract","Hybrid"
622,"ML Engineer","Accenture","Chennai",11,"Node.js, SQL, Tableau","1794999.00","2152350.00","Full-time","Onsite"
623,"Cloud Engineer","Tech Mahindra","Pune",5,"Node.js, Java, Azure","1412608.00","1542774.00","Internship","Hybrid"
624,"ML Engineer","Cognizant","Chennai",7,"Java, SQL, React","975965.00","1103865.00","Internship","Hybrid"
625,"Frontend Developer","TCS","Delhi NCR",13,"React, Azure, Power BI","1029194.00","1361285.00","Contract","Onsite"
626,"Cybersecurity Analyst","Capgemini","Hyderabad",15,"Machine Learning, Docker, Azure","1473045.00","1773895.00","Contract","Hybrid"
627,"Frontend Developer","HCLTech","Chennai",7,"Tableau, Node.js, Kubernetes","1055759.00","1339903.00","Internship","Remote"
628,"Software Engineer","Zoho","Bangalore",8,"AWS, SQL, Azure","517429.00","830170.00","Full-time","Onsite"
629,"Cybersecurity Analyst","Accenture","Hyderabad",11,"Azure, Power BI, Docker","819371.00","960323.00","Internship","Onsite"
630,"Backend Developer","Tech Mahindra","Noida",4,"Node.js, Java, Python","673659.00","966544.00","Internship","Remote"
631,"Cybersecurity Analyst","Flipkart","Noida",7,"Java, Power BI, Machine Learning","1191743.00","1455852.00","Internship","Hybrid"
632,"Software Engineer","Infosys","Pune",2,"Python, Power BI, SQL","1067376.00","1184243.00","Contract","Remote"
633,"Software Engineer","Accenture","Delhi NCR",2,"Machine Learning, Java, Kubernetes","1366109.00","1541747.00","Contract","Remote"
634,"Business Analyst","HCLTech","Mumbai",14,"SQL, Power BI, AWS","884419.00","1163217.00","Contract","Hybrid"
635,"Backend Developer","Tech Mahindra","Delhi NCR",8,"Python, Docker, Tableau","731480.00","959607.00","Internship","Onsite"
636,"DevOps Engineer","Infosys","Kolkata",5,"Java, SQL, Power BI","1571670.00","1693990.00","Internship","Onsite"
637,"Cloud Engineer","Wipro","Delhi NCR",7,"Java, React, Tableau","1989184.00","2247834.00","Full-time","Hybrid"
638,"Software Engineer","Zoho","Noida",2,"Kubernetes, React, Tableau","510488.00","812420.00","Contract","Remote"
639,"Cloud Engineer","Cognizant","Hyderabad",13,"AWS, Machine Learning, Kubernetes","1080515.00","1226465.00","Contract","Hybrid"
640,"Business Analyst","TCS","Delhi NCR",2,"Tableau, Java, Python","1177939.00","1308559.00","Full-time","Onsite"
641,"Cloud Engineer","Capgemini","Chennai",14,"Kubernetes, Python, React","1081905.00","1184454.00","Full-time","Remote"
642,"Business Analyst","Wipro","Noida",13,"Machine Learning, Java, Kubernetes","550396.00","682635.00","Internship","Remote"
643,"Software Engineer","Zoho","Chennai",13,"Docker, React, AWS","1019364.00","1176153.00","Internship","Onsite"
644,"Software Engineer","Zoho","Delhi NCR",9,"Python, Tableau, Machine Learning","937793.00","1106470.00","Contract","Remote"
645,"Backend Developer","Zoho","Mumbai",11,"SQL, Python, Tableau","644995.00","824586.00","Full-time","Onsite"
646,"Cloud Engineer","Tech Mahindra","Pune",2,"Java, React, Power BI","1336570.00","1604229.00","Full-time","Hybrid"
647,"Cloud Engineer","Tech Mahindra","Chennai",1,"Kubernetes, SQL, Node.js","1931436.00","2183894.00","Contract","Onsite"
648,"DevOps Engineer","Flipkart","Mumbai",14,"Azure, SQL, Power BI","1454833.00","1804929.00","Internship","Hybrid"
649,"Software Engineer","Cognizant","Chennai",12,"SQL, AWS, Azure","1052434.00","1425594.00","Internship","Remote"
650,"Business Analyst","Wipro","Delhi NCR",13,"Tableau, Docker, Power BI","976384.00","1203741.00","Full-time","Remote"
651,"Data Scientist","Infosys","Kolkata",8,"Kubernetes, Python, Java","1532879.00","1883785.00","Contract","Hybrid"
652,"Software Engineer","Capgemini","Chennai",12,"Kubernetes, Azure, Docker","940297.00","1110777.00","Contract","Hybrid"
653,"Data Analyst","TCS","Chennai",4,"React, Power BI, AWS","899809.00","1035172.00","Full-time","Hybrid"
654,"Cloud Engineer","HCLTech","Mumbai",10,"Azure, Docker, Machine Learning","1346751.00","1602927.00","Internship","Remote"
655,"Frontend Developer","Wipro","Bangalore",14,"Java, Kubernetes, Node.js","750369.00","1037250.00","Internship","Remote"
656,"Cybersecurity Analyst","Tech Mahindra","Hyderabad",14,"Kubernetes, Azure, AWS","951813.00","1221972.00","Internship","Hybrid"
657,"Data Scientist","Infosys","Pune",0,"Node.js, Power BI, Azure","1174005.00","1429475.00","Contract","Remote"
658,"Data Scientist","Wipro","Pune",11,"Power BI, Node.js, React","1308324.00","1511366.00","Internship","Remote"
659,"ML Engineer","Flipkart","Pune",14,"Tableau, Kubernetes, Machine Learning","1307526.00","1572364.00","Contract","Remote"
660,"Cloud Engineer","Flipkart","Pune",6,"Java, Tableau, Node.js","1738933.00","1890245.00","Internship","Onsite"
661,"Backend Developer","Wipro","Hyderabad",7,"Azure, SQL, Tableau","740402.00","864376.00","Internship","Onsite"
662,"Data Scientist","Tech Mahindra","Bangalore",9,"Machine Learning, Node.js, React","1025015.00","1319837.00","Full-time","Onsite"
663,"Software Engineer","Cognizant","Noida",4,"Java, Machine Learning, Power BI","1124759.00","1473224.00","Internship","Remote"
664,"Frontend Developer","TCS","Bangalore",0,"Python, SQL, Azure","607998.00","943868.00","Full-time","Hybrid"
665,"Data Analyst","Flipkart","Hyderabad",11,"SQL, Power BI, Kubernetes","711795.00","959376.00","Full-time","Remote"
666,"Data Scientist","Tech Mahindra","Bangalore",13,"Kubernetes, AWS, Power BI","1993901.00","2243407.00","Contract","Remote"
667,"Data Analyst","Accenture","Chennai",12,"Kubernetes, Tableau, React","520464.00","680116.00","Internship","Remote"
668,"Frontend Developer","Zoho","Pune",10,"SQL, Python, Java","676813.00","790128.00","Internship","Onsite"
669,"Data Analyst","Wipro","Chennai",6,"Machine Learning, React, Node.js","701501.00","801813.00","Contract","Onsite"
670,"Data Scientist","Cognizant","Chennai",12,"Tableau, Power BI, Python","2014322.00","2373069.00","Full-time","Hybrid"
671,"Data Analyst","HCLTech","Delhi NCR",7,"React, Java, SQL","452148.00","665395.00","Contract","Hybrid"
672,"Cybersecurity Analyst","Capgemini","Mumbai",2,"Python, Power BI, AWS","750971.00","930397.00","Full-time","Hybrid"
673,"Data Scientist","HCLTech","Chennai",9,"Python, Power BI, React","1166127.00","1476450.00","Full-time","Hybrid"
674,"DevOps Engineer","Wipro","Kolkata",3,"Node.js, Azure, Python","1185950.00","1389939.00","Contract","Hybrid"
675,"ML Engineer","Cognizant","Chennai",12,"Azure, Tableau, Java","2033758.00","2404323.00","Internship","Onsite"
676,"Data Scientist","Zoho","Bangalore",13,"Tableau, AWS, Java","936628.00","1144625.00","Contract","Hybrid"
677,"Cybersecurity Analyst","Wipro","Kolkata",5,"React, Docker, Python","661226.00","809366.00","Contract","Hybrid"
678,"Frontend Developer","Accenture","Chennai",9,"Machine Learning, Kubernetes, Java","1219575.00","1557848.00","Internship","Hybrid"
679,"Frontend Developer","TCS","Pune",2,"Machine Learning, Docker, Azure","869311.00","1206362.00","Contract","Remote"
680,"Software Engineer","Wipro","Pune",8,"Azure, Docker, SQL","574231.00","883687.00","Internship","Onsite"
681,"DevOps Engineer","Cognizant","Hyderabad",9,"SQL, Kubernetes, Docker","833802.00","1038354.00","Full-time","Onsite"
682,"Software Engineer","Zoho","Hyderabad",13,"React, Docker, Machine Learning","1439552.00","1762319.00","Contract","Hybrid"
683,"Cloud Engineer","Flipkart","Mumbai",3,"Kubernetes, Machine Learning, AWS","896477.00","1237418.00","Internship","Remote"
684,"DevOps Engineer","Cognizant","Hyderabad",14,"Python, Azure, React","1216736.00","1419684.00","Full-time","Remote"
685,"DevOps Engineer","Zoho","Noida",9,"Kubernetes, Node.js, AWS","1702953.00","2086928.00","Contract","Hybrid"
686,"Frontend Developer","Capgemini","Hyderabad",13,"Java, Docker, AWS","1140177.00","1345160.00","Contract","Onsite"
687,"Business Analyst","Capgemini","Delhi NCR",11,"Docker, Python, Node.js","566510.00","751579.00","Internship","Remote"
688,"Data Scientist","TCS","Pune",15,"Docker, Power BI, Node.js","940814.00","1323340.00","Internship","Remote"
689,"Software Engineer","Zoho","Hyderabad",1,"Python, Tableau, Azure","686252.00","919767.00","Internship","Remote"
690,"Data Scientist","Flipkart","Noida",15,"Python, Machine Learning, Azure","2003429.00","2329175.00","Internship","Remote"
691,"Software Engineer","Wipro","Bangalore",5,"Java, Kubernetes, Python","514145.00","673094.00","Full-time","Hybrid"
692,"Software Engineer","Zoho","Pune",12,"React, Java, Azure","539409.00","820111.00","Full-time","Hybrid"
693,"Cybersecurity Analyst","Cognizant","Bangalore",14,"React, Machine Learning, Tableau","1293122.00","1470544.00","Contract","Hybrid"
